idx,src,tgt,pred,prob
beam4,Ioutwittedhim.,J'aiétéplusmalinquelui.,Jeveuxfaisd'air.,tensor([-11.3543])
beam0,Youdon'tlooklikeacop.,Vousn'avezpasl'aird'êtreunflic.,Vousn'êtespaspaspasd'as.,tensor([-16.4003])
beam1,Youdon'tlooklikeacop.,Vousn'avezpasl'aird'êtreunflic.,Vousn'êtespaspaspasirezpas.,tensor([-17.9935])
beam2,Youdon'tlooklikeacop.,Vousn'avezpasl'aird'êtreunflic.,Vousn'êtespaspaspasirent.,tensor([-17.7440])
beam3,Youdon'tlooklikeacop.,Vousn'avezpasl'aird'êtreunflic.,Vousn'êtespaspaspasirezpasder.,tensor([-23.0372])
beam4,Youdon'tlooklikeacop.,Vousn'avezpasl'aird'êtreunflic.,Vousn'êtespaspaspasirezpasdere.,tensor([-24.9204])
beam0,Isitdifficultwork?,Est-ceuntravaildifficile?,C'est-cequejechais?,tensor([-14.6784])
beam1,Isitdifficultwork?,Est-ceuntravaildifficile?,C'est-cequejechait?,tensor([-15.6778])
beam2,Isitdifficultwork?,Est-ceuntravaildifficile?,C'est-cequellechos?,tensor([-15.7280])
beam3,Isitdifficultwork?,Est-ceuntravaildifficile?,C'est-cequellest-ce?,tensor([-16.7454])
beam4,Isitdifficultwork?,Est-ceuntravaildifficile?,C'est-cequellest-che?,tensor([-18.1712])
beam0,TomaskedMarymanyquestionsthatshecouldn'tanswer.,TomaposébeaucoupdequestionsàMaryauxquellesellen'apaspurépondre.,Tomn'apasMarMaitMaitMareMaitMaitMareMait.,tensor([-41.8407])
beam1,TomaskedMarymanyquestionsthatshecouldn'tanswer.,TomaposébeaucoupdequestionsàMaryauxquellesellen'apaspurépondre.,Tomn'apasMarMaitMarMaitMaitMareMaitMaitMait.,tensor([-45.1182])
beam2,TomaskedMarymanyquestionsthatshecouldn'tanswer.,TomaposébeaucoupdequestionsàMaryauxquellesellen'apaspurépondre.,Tomn'apasMarMaitMarMaitMaitMareMaitMaitMaire.,tensor([-46.6485])
beam3,TomaskedMarymanyquestionsthatshecouldn'tanswer.,TomaposébeaucoupdequestionsàMaryauxquellesellen'apaspurépondre.,Tomn'apasMarMaitMaitMareMaitMaitMareMaitMait.,tensor([-46.7772])
beam4,TomaskedMarymanyquestionsthatshecouldn'tanswer.,TomaposébeaucoupdequestionsàMaryauxquellesellen'apaspurépondre.,Tomn'apasMarMaitMarMaitMaitMareMaitMaitMaireMait.,tensor([-51.9376])
beam0,Igotthepearsfornothing.,J'aieulespoiresgratis.,Jepensequevouspasderais.,tensor([-20.4172])
beam1,Igotthepearsfornothing.,J'aieulespoiresgratis.,Jepensequevouspasd'airent.,tensor([-23.3307])
beam2,Igotthepearsfornothing.,J'aieulespoiresgratis.,Jepensequevouspasd'airdent.,tensor([-25.1189])
beam3,Igotthepearsfornothing.,J'aieulespoiresgratis.,Jepensequevouspasd'airenter.,tensor([-26.7000])
beam4,Igotthepearsfornothing.,J'aieulespoiresgratis.,Jepensequevouspasd'airdentere.,tensor([-29.7931])
beam0,He'swaitingforyouathome.,Ilvousattendàlamaison.,Iln'avaispasdemantre.,tensor([-21.1225])
beam1,He'swaitingforyouathome.,Ilvousattendàlamaison.,Iln'avaispasdemantent.,tensor([-22.0515])
beam2,He'swaitingforyouathome.,Ilvousattendàlamaison.,Iln'avaispasdemantrent.,tensor([-23.7384])
beam3,He'swaitingforyouathome.,Ilvousattendàlamaison.,Iln'avaispasourdemantent.,tensor([-26.2360])
beam4,He'swaitingforyouathome.,Ilvousattendàlamaison.,Iln'avaispasdemantentent.,tensor([-26.3852])
beam0,IfyoureallylikeMary,youshouldaskherout.,SituaimesvraimentMary,tudevraisl'inviteràsortir.,Jevousvousvousvous,jezvousvousvousvousvous,jous,vousvous.,tensor([-51.6352])
beam1,IfyoureallylikeMary,youshouldaskherout.,SituaimesvraimentMary,tudevraisl'inviteràsortir.,Jevousvousvousvous,jezvousvousvousvousvous,jous,vousvous,jous.,tensor([-57.1754])
beam2,IfyoureallylikeMary,youshouldaskherout.,SituaimesvraimentMary,tudevraisl'inviteràsortir.,Jevousvousvousvous,jezvousvousvousvousvous,jous,vousvous,jous,jous.,tensor([-63.0841])
beam3,IfyoureallylikeMary,youshouldaskherout.,SituaimesvraimentMary,tudevraisl'inviteràsortir.,Jevousvousvousvous,jezvousvousvousvousvous,jous,vousvous,jous,jousezpairtez.,tensor([-77.4800])
beam4,IfyoureallylikeMary,youshouldaskherout.,SituaimesvraimentMary,tudevraisl'inviteràsortir.,Jevousvousvousvous,jezvousvousvousvousvous,jous,vousvous,jous,jousezpairtererterertrererer.,tensor([-106.8138])
beam0,Ineedasnack.,J'aibesoind'unecollation.,Jen'aipasd'ain.,tensor([-11.6402])
beam1,Ineedasnack.,J'aibesoind'unecollation.,Jen'aipasd'ans.,tensor([-11.6845])
beam2,Ineedasnack.,J'aibesoind'unecollation.,Jen'aipasd'ainde.,tensor([-14.5273])
beam3,Ineedasnack.,J'aibesoind'unecollation.,Jen'aipasentende.,tensor([-14.6866])
beam4,Ineedasnack.,J'aibesoind'unecollation.,Jen'aipasd'ainden.,tensor([-16.6830])
beam0,Goaheadandtakeone.,Vas-yetprendsenun!,Pournez-vousd'aille.,tensor([-17.5964])
beam1,Goaheadandtakeone.,Vas-yetprendsenun!,Pournez-vousd'aille!,tensor([-17.6492])
beam2,Goaheadandtakeone.,Vas-yetprendsenun!,Pournez-vousd'ailler.,tensor([-19.7046])
beam3,Goaheadandtakeone.,Vas-yetprendsenun!,Pournez-vousd'aillent.,tensor([-21.0772])
beam4,Goaheadandtakeone.,Vas-yetprendsenun!,Pournez-vousd'aillende!,tensor([-22.5248])
beam0,Whyareyousohappy?,Pourquoiêtes-voussiheureuse ?,Pourquois-tuvous?,tensor([-7.1297])
beam1,Whyareyousohappy?,Pourquoiêtes-voussiheureuse ?,Pourquois-tupas?,tensor([-7.6982])
beam2,Whyareyousohappy?,Pourquoiêtes-voussiheureuse ?,Pourquoivous-vous?,tensor([-8.4171])
beam3,Whyareyousohappy?,Pourquoiêtes-voussiheureuse ?,Pourquois-tuvousez-vous?,tensor([-9.6648])
beam4,Whyareyousohappy?,Pourquoiêtes-voussiheureuse ?,Pourquoivous-vousêtez-vous?,tensor([-11.2088])
beam0,Itriedtorunfast.,J'aiessayédecourirvite.,Jen'aipasd'ait.,tensor([-13.8328])
beam1,Itriedtorunfast.,J'aiessayédecourirvite.,Jen'aipasd'était.,tensor([-15.5788])
beam2,Itriedtorunfast.,J'aiessayédecourirvite.,Jen'aipasd'étété.,tensor([-16.1574])
beam3,Itriedtorunfast.,J'aiessayédecourirvite.,Jen'aipasd'étais.,tensor([-16.1590])
beam4,Itriedtorunfast.,J'aiessayédecourirvite.,Jen'aipasd'étair.,tensor([-16.2767])
beam0,Whydoyouwantsuchanoldcar?,Pourquoivoulez-vousunetellevieillevoiture?,Pourquoivous-vousquevousvous?,tensor([-14.7429])
beam1,Whydoyouwantsuchanoldcar?,Pourquoivoulez-vousunetellevieillevoiture?,Pourquoivous-vousquevousavous?,tensor([-15.7194])
beam2,Whydoyouwantsuchanoldcar?,Pourquoivoulez-vousunetellevieillevoiture?,Pourquoivous-vousquevousvousvous?,tensor([-17.1497])
beam3,Whydoyouwantsuchanoldcar?,Pourquoivoulez-vousunetellevieillevoiture?,Pourquoivous-vousquevousvouspas?,tensor([-17.0362])
beam4,Whydoyouwantsuchanoldcar?,Pourquoivoulez-vousunetellevieillevoiture?,Pourquoivous-vousquevousvousavous?,tensor([-18.2778])
beam0,Pricesarestablethesedays.,Lesprixsontstablescesderniersjours.,C'estlestpourdestrestespours.,tensor([-39.4873])
beam1,Pricesarestablethesedays.,Lesprixsontstablescesderniersjours.,C'estlestpourdestrestespoures.,tensor([-41.0991])
beam2,Pricesarestablethesedays.,Lesprixsontstablescesderniersjours.,C'estlestpourdestrestespourtes.,tensor([-42.1614])
beam3,Pricesarestablethesedays.,Lesprixsontstablescesderniersjours.,C'estlestpourdestrestespontres.,tensor([-42.4882])
beam4,Pricesarestablethesedays.,Lesprixsontstablescesderniersjours.,C'estlestpourdestrestespourtess.,tensor([-44.1638])
beam0,Ijustwanttomakesurewe'reallonthesamepage.,Jeveuxjustem'assurerquenoussommestoussurlamêmelongueurd'onde.,Jenepeuxpasquevousquejevousvousvousvousairezpousdezpousmmprententententententrententrempous.,tensor([-98.5632])
beam1,Ijustwanttomakesurewe'reallonthesamepage.,Jeveuxjustem'assurerquenoussommestoussurlamêmelongueurd'onde.,Jenepeuxpasquevousquejevousvousvousvousairezpousdezpousmmprententententententrententrempoures.,tensor([-102.5015])
beam2,Ijustwanttomakesurewe'reallonthesamepage.,Jeveuxjustem'assurerquenoussommestoussurlamêmelongueurd'onde.,Jenepeuxpasquevousquejevousvousvousvousairezpousdezpousmmprententententententrententrempourententre,tensor([-109.9987])
beam3,Ijustwanttomakesurewe'reallonthesamepage.,Jeveuxjustem'assurerquenoussommestoussurlamêmelongueurd'onde.,Jenepeuxpasquevousquejevousvousvousvousairezpousdezpousmmprententententententrententrempourentrentr,tensor([-110.0330])
beam4,Ijustwanttomakesurewe'reallonthesamepage.,Jeveuxjustem'assurerquenoussommestoussurlamêmelongueurd'onde.,Jenepeuxpasquevousquejevousvousvousvousairezpousdezpousmmprententententententrententrempourentrente,tensor([-110.0609])
beam0,Sheloveshimnowmorethanshedidbefore.,Ellel'aimedésormaisdavantagequ'ellenelefaisaitauparavant.,Elllelesontpardel'ailllementd'ait.,tensor([-40.8024])
beam1,Sheloveshimnowmorethanshedidbefore.,Ellel'aimedésormaisdavantagequ'ellenelefaisaitauparavant.,Elllelesontpardel'ailllementd'aile.,tensor([-42.1175])
beam2,Sheloveshimnowmorethanshedidbefore.,Ellel'aimedésormaisdavantagequ'ellenelefaisaitauparavant.,Elllelesontpardel'ailllementd'aille.,tensor([-42.8379])
beam3,Sheloveshimnowmorethanshedidbefore.,Ellel'aimedésormaisdavantagequ'ellenelefaisaitauparavant.,Elllelesontpardel'ailllementd'aillle.,tensor([-44.3686])
beam4,Sheloveshimnowmorethanshedidbefore.,Ellel'aimedésormaisdavantagequ'ellenelefaisaitauparavant.,Elllelesontpardel'ailllementd'ailles.,tensor([-44.6055])
beam0,Itwasmadofhimtotrytoswimintheicywater.,C'étaitfoliedesapartdetenterdenagerdansl'eauglacée.,Jeveuxquevousfaitdechaitequevousdechair.,tensor([-40.4600])
beam1,Itwasmadofhimtotrytoswimintheicywater.,C'étaitfoliedesapartdetenterdenagerdansl'eauglacée.,Jeveuxquevousfaitdechaitequevousdechaire.,tensor([-41.6618])
beam2,Itwasmadofhimtotrytoswimintheicywater.,C'étaitfoliedesapartdetenterdenagerdansl'eauglacée.,Jeveuxquevousfaitdechaitequevousdechoire.,tensor([-41.6692])
beam3,Itwasmadofhimtotrytoswimintheicywater.,C'étaitfoliedesapartdetenterdenagerdansl'eauglacée.,Jeveuxquevousfaitdechaitequevousdechaite.,tensor([-41.8293])
beam4,Itwasmadofhimtotrytoswimintheicywater.,C'étaitfoliedesapartdetenterdenagerdansl'eauglacée.,Jeveuxquevousfaitdechaitequevousdechoure.,tensor([-42.1044])
beam0,Canyouimaginewhatthe21stcenturywillbelike?,Peux-tuimaginerceàquoile21esiècleaural'air ?,Pourquez-vousquevousvousvez-vousdez-vouspairez-vous?,tensor([-37.2982])
beam1,Canyouimaginewhatthe21stcenturywillbelike?,Peux-tuimaginerceàquoile21esiècleaural'air ?,Pourquez-vousquevousvousvez-vousdez-vouspairez-vousdentus?,tensor([-46.2733])
beam2,Canyouimaginewhatthe21stcenturywillbelike?,Peux-tuimaginerceàquoile21esiècleaural'air ?,Pourquez-vousquevousvousvez-vousdez-vouspairez-vousdenturentus?,tensor([-54.1879])
beam3,Canyouimaginewhatthe21stcenturywillbelike?,Peux-tuimaginerceàquoile21esiècleaural'air ?,Pourquez-vousquevousvousvez-vousdez-vouspairez-vousdenturenture?,tensor([-55.5926])
beam4,Canyouimaginewhatthe21stcenturywillbelike?,Peux-tuimaginerceàquoile21esiècleaural'air ?,Pourquez-vousquevousvousvez-vousdez-vouspairez-vousdenturenturererere?,tensor([-65.8661])
beam0,HowdidyougettoknowMary?,Commentas-turencontréMary ?,Commmentpas-vousvous?,tensor([-10.8375])
beam1,HowdidyougettoknowMary?,Commentas-turencontréMary ?,Commmentpas-vousavous?,tensor([-11.7284])
beam2,HowdidyougettoknowMary?,Commentas-turencontréMary ?,Commmentpas-vousvousvous?,tensor([-13.3613])
beam3,HowdidyougettoknowMary?,Commentas-turencontréMary ?,Commmentpas-vousdevous?,tensor([-13.0812])
beam4,HowdidyougettoknowMary?,Commentas-turencontréMary ?,Commmentpas-vousvousdez-vous?,tensor([-14.9693])
beam0,Whatisitspurpose?,Quelestsonbut?,Qu'est-cequelle?,tensor([-10.7752])
beam1,Whatisitspurpose?,Quelestsonbut?,Qu'est-cequellle?,tensor([-11.8308])
beam2,Whatisitspurpose?,Quelestsonbut?,Qu'est-cequelleste?,tensor([-13.9588])
beam3,Whatisitspurpose?,Quelestsonbut?,Qu'est-cequetuelle?,tensor([-14.0040])
beam4,Whatisitspurpose?,Quelestsonbut?,Qu'est-cequellestest?,tensor([-16.4253])
beam0,Howwouldyoulikeyoursteak?,Quellecuissonvoudrais-tupourtonbifteck?,Commmentpas-vousvous?,tensor([-10.8115])
beam1,Howwouldyoulikeyoursteak?,Quellecuissonvoudrais-tupourtonbifteck?,Commmentpas-vousvousvous?,tensor([-12.9614])
beam2,Howwouldyoulikeyoursteak?,Quellecuissonvoudrais-tupourtonbifteck?,Commmentpas-vousvousdez-vous?,tensor([-14.6709])
beam3,Howwouldyoulikeyoursteak?,Quellecuissonvoudrais-tupourtonbifteck?,Commmest-vousvousvousvous?,tensor([-14.1380])
beam4,Howwouldyoulikeyoursteak?,Quellecuissonvoudrais-tupourtonbifteck?,Commmentpas-vousvousdez-vousdez-vous?,tensor([-20.7015])
beam0,Circumstancesdidnotpermitmetohelpyou.,Lescirconstancesnem'ontpaspermisdevousaider.,Lestrestentpourdemententpourdechourdempontente.,tensor([-69.1696])
beam1,Circumstancesdidnotpermitmetohelpyou.,Lescirconstancesnem'ontpaspermisdevousaider.,Lestrestentpourdemententpourdechourdempontentententre.,tensor([-81.2416])
beam2,Circumstancesdidnotpermitmetohelpyou.,Lescirconstancesnem'ontpaspermisdevousaider.,Lestrestentpourdemententpourdechourdempontentententres.,tensor([-82.9356])
beam3,Circumstancesdidnotpermitmetohelpyou.,Lescirconstancesnem'ontpaspermisdevousaider.,Lestrestentpourdemententpourdechourdempontentententreres.,tensor([-86.8057])
beam4,Circumstancesdidnotpermitmetohelpyou.,Lescirconstancesnem'ontpaspermisdevousaider.,Lestrestentpourdemententpourdechourdempontentententreses.,tensor([-87.0433])
beam0,TomandMaryagreedtoworktogetherontheproject.,TometMaryacceptèrentdetravaillerensemblesurleprojet.,TomeMarMaitMarMaitMaitMarMaitMareMarMait.,tensor([-42.1432])
beam1,TomandMaryagreedtoworktogetherontheproject.,TometMaryacceptèrentdetravaillerensemblesurleprojet.,TomeMarMaitMarMaitMaitMareMarMaitMarMait.,tensor([-42.3150])
beam2,TomandMaryagreedtoworktogetherontheproject.,TometMaryacceptèrentdetravaillerensemblesurleprojet.,TomeMarMaitMarMaitMaitMarMaitMareMarMarMait.,tensor([-45.9716])
beam3,TomandMaryagreedtoworktogetherontheproject.,TometMaryacceptèrentdetravaillerensemblesurleprojet.,TomeMarMaitMarMaitMaitMarMaitMareMaitMarMar.,tensor([-46.3816])
beam4,TomandMaryagreedtoworktogetherontheproject.,TometMaryacceptèrentdetravaillerensemblesurleprojet.,TomeMarMaitMarMaitMaitMarMaitMareMaitMarMarMar.,tensor([-50.3654])
beam0,Heisselfishandgreedy.,Ilestégoïsteetcupide.,Ilfaitd'aitd'ait.,tensor([-19.6358])
beam1,Heisselfishandgreedy.,Ilestégoïsteetcupide.,Ilfaitd'aitd'aitdeles.,tensor([-27.2098])
beam2,Heisselfishandgreedy.,Ilestégoïsteetcupide.,Ilfaitd'aitd'aitendes.,tensor([-27.2330])
beam3,Heisselfishandgreedy.,Ilestégoïsteetcupide.,Ilfaitd'aitd'aitentes.,tensor([-27.3880])
beam4,Heisselfishandgreedy.,Ilestégoïsteetcupide.,Ilfaitd'aitd'aitentent.,tensor([-28.9179])
beam0,Idon'thaveanycommentonthat.,Jen'aipasdecommentaireàcesujet.,Jenepeuxpasquevouspas.,tensor([-10.0519])
beam1,Idon'thaveanycommentonthat.,Jen'aipasdecommentaireàcesujet.,Jenenepeuxpasquevous.,tensor([-10.5974])
beam2,Idon'thaveanycommentonthat.,Jen'aipasdecommentaireàcesujet.,Jenenepeuxpasquevouspas.,tensor([-11.4017])
beam3,Idon'thaveanycommentonthat.,Jen'aipasdecommentaireàcesujet.,Jenenepeuxpasquevouspaspas.,tensor([-14.0944])
beam4,Idon'thaveanycommentonthat.,Jen'aipasdecommentaireàcesujet.,Jenenepeuxpasquevouspaspaser.,tensor([-17.9365])
beam0,Iknowthatyoufeelhelpless.,Jesaisquetutesensimpuissant.,Jepensaisquejevousquevous.,tensor([-15.9185])
beam1,Iknowthatyoufeelhelpless.,Jesaisquetutesensimpuissant.,Jepensaisquejevousquevousais.,tensor([-18.2700])
beam2,Iknowthatyoufeelhelpless.,Jesaisquetutesensimpuissant.,Jepensaisquejevousquevoussais.,tensor([-19.7065])
beam3,Iknowthatyoufeelhelpless.,Jesaisquetutesensimpuissant.,Jepensaisquejevousquevousaiss.,tensor([-20.2722])
beam4,Iknowthatyoufeelhelpless.,Jesaisquetutesensimpuissant.,Jepensaisquejevousquevoussaiss.,tensor([-21.9112])
beam0,Comedownhere.,Descendsici!,Dez-vous!,tensor([-5.7015])
beam1,Comedownhere.,Descendsici!,Dez-vousez!,tensor([-8.3592])
beam2,Comedownhere.,Descendsici!,Dez-vousais!,tensor([-10.0712])
beam3,Comedownhere.,Descendsici!,Dez-vousdez!,tensor([-10.1237])
beam4,Comedownhere.,Descendsici!,Dez-vouslez!,tensor([-10.1360])
beam0,Isthereanythingelseyouwantmetodo?,Puis-jefaireautrechosepourtoi ?,Pourquevois-tujousquevousez-vousez-vous?,tensor([-27.9069])
beam1,Isthereanythingelseyouwantmetodo?,Puis-jefaireautrechosepourtoi ?,Pourquevois-tujousquevousez-vouspas?,tensor([-26.8913])
beam2,Isthereanythingelseyouwantmetodo?,Puis-jefaireautrechosepourtoi ?,Pourquevois-tujousquevousez-vousdez-vous?,tensor([-29.6267])
beam3,Isthereanythingelseyouwantmetodo?,Puis-jefaireautrechosepourtoi ?,Pourquevois-tujousquevousez-vousez-vousdez-vous?,tensor([-34.9401])
beam4,Isthereanythingelseyouwantmetodo?,Puis-jefaireautrechosepourtoi ?,Pourquevois-tujousquevousez-vousez-vousdez-vouss?,tensor([-37.4508])
beam0,Shedidnothingbutcryallthewhile.,Toutcetemps,ellen'arienfaitd'autrequepleurer.,Ellleleavaitendell'aille.,tensor([-28.8029])
beam1,Shedidnothingbutcryallthewhile.,Toutcetemps,ellen'arienfaitd'autrequepleurer.,Ellleleavaitendell'aillle.,tensor([-30.2620])
beam2,Shedidnothingbutcryallthewhile.,Toutcetemps,ellen'arienfaitd'autrequepleurer.,Ellleleavaitendell'aillles.,tensor([-32.4070])
beam3,Shedidnothingbutcryallthewhile.,Toutcetemps,ellen'arienfaitd'autrequepleurer.,Ellleleavaitendell'ailllesait.,tensor([-36.8974])
beam4,Shedidnothingbutcryallthewhile.,Toutcetemps,ellen'arienfaitd'autrequepleurer.,Ellleleavaitendell'ailllesaite.,tensor([-39.0960])
beam0,Whendidyougetthere?,Quandyêtes-vousparvenue?,Quellest-vous?,tensor([-7.6366])
beam1,Whendidyougetthere?,Quandyêtes-vousparvenue?,Quellest-vousez-vous?,tensor([-11.1380])
beam2,Whendidyougetthere?,Quandyêtes-vousparvenue?,Quellest-vousavous?,tensor([-11.2079])
beam3,Whendidyougetthere?,Quandyêtes-vousparvenue?,Quellest-vousais?,tensor([-11.5788])
beam4,Whendidyougetthere?,Quandyêtes-vousparvenue?,Quellest-vousez-vousair?,tensor([-16.7311])
beam0,Tomishiding.,Tomsecache.,TomestTom.,tensor([-6.9514])
beam1,Tomishiding.,Tomsecache.,Tomn'aitTom.,tensor([-7.8408])
beam2,Tomishiding.,Tomsecache.,TomestToment.,tensor([-10.1828])
beam3,Tomishiding.,Tomsecache.,Tomn'aitTome.,tensor([-10.1990])
beam4,Tomishiding.,Tomsecache.,Tomn'aitTomme.,tensor([-11.2323])
beam0,Hewillcomedownsoon.,Ilvabientôtdescendre.,Iln'aitpasd'aille.,tensor([-19.2812])
beam1,Hewillcomedownsoon.,Ilvabientôtdescendre.,Iln'apasd'aillemont.,tensor([-21.2935])
beam2,Hewillcomedownsoon.,Ilvabientôtdescendre.,Iln'apasd'aillemant.,tensor([-21.7239])
beam3,Hewillcomedownsoon.,Ilvabientôtdescendre.,Iln'apasd'aillemonde.,tensor([-23.0844])
beam4,Hewillcomedownsoon.,Ilvabientôtdescendre.,Iln'apasd'aillemontent.,tensor([-25.4831])
beam0,Seeyoutomorrow.,Onsevoitdemain!,Ellevousêtrez-vous.,tensor([-9.9403])
beam1,Seeyoutomorrow.,Onsevoitdemain!,Ellevousdez-vous.,tensor([-10.0944])
beam2,Seeyoutomorrow.,Onsevoitdemain!,Ellevousêtez-vous.,tensor([-10.5080])
beam3,Seeyoutomorrow.,Onsevoitdemain!,Ellevousêtrez-vouss.,tensor([-12.7294])
beam4,Seeyoutomorrow.,Onsevoitdemain!,Ellevousêtrez-vousdez.,tensor([-15.1344])
beam0,Yourecognizeher,don'tyou?,Tulareconnais,n'est-cepas?,Vousnez-vouspaspas?,tensor([-9.3042])
beam1,Yourecognizeher,don'tyou?,Tulareconnais,n'est-cepas?,Vousnez-vouspaspas?Vous?,tensor([-11.6759])
beam2,Yourecognizeher,don'tyou?,Tulareconnais,n'est-cepas?,Vousnez-vouspaspas?Vous?Vous?,tensor([-14.9185])
beam3,Yourecognizeher,don'tyou?,Tulareconnais,n'est-cepas?,Vousnez-vouspaspas?Vousêtes?,tensor([-15.8320])
beam4,Yourecognizeher,don'tyou?,Tulareconnais,n'est-cepas?,Vousnez-vouspaspas?Vous?Vous?Vous?,tensor([-18.8094])
beam0,Thedoctorstartedtoexamineher.,Ledocteuracommencéàl'examiner.,Iln'estpasdessontrentrentre.,tensor([-36.8889])
beam1,Thedoctorstartedtoexamineher.,Ledocteuracommencéàl'examiner.,Iln'estpasdessontrentrentres.,tensor([-38.3531])
beam2,Thedoctorstartedtoexamineher.,Ledocteuracommencéàl'examiner.,Iln'estpasdessontrentresantre.,tensor([-40.0932])
beam3,Thedoctorstartedtoexamineher.,Ledocteuracommencéàl'examiner.,Iln'estpasdessontrentresantes.,tensor([-40.5196])
beam4,Thedoctorstartedtoexamineher.,Ledocteuracommencéàl'examiner.,Iln'estpasdessontrentresantres.,tensor([-41.5920])
beam0,Shekissedhimonthecheek.,Ellel'aembrassésurlajoue.,Elllelel'apasd'aille.,tensor([-20.8301])
beam1,Shekissedhimonthecheek.,Ellel'aembrassésurlajoue.,Elllelel'apasd'aillle.,tensor([-21.8769])
beam2,Shekissedhimonthecheek.,Ellel'aembrassésurlajoue.,Elllelel'apasdel'aille.,tensor([-23.5130])
beam3,Shekissedhimonthecheek.,Ellel'aembrassésurlajoue.,Elllelel'apasd'aillles.,tensor([-23.8590])
beam4,Shekissedhimonthecheek.,Ellel'aembrassésurlajoue.,Elllelel'apasdel'aillle.,tensor([-24.7207])
beam0,IloveNara,particularlyinthefall.,J'aimeNara,surtoutenautomne.,Jevousais,j'aimais,j'aitenterait.,tensor([-38.7929])
beam1,IloveNara,particularlyinthefall.,J'aimeNara,surtoutenautomne.,Jevousais,j'aimais,j'aitenterais.,tensor([-38.9238])
beam2,IloveNara,particularlyinthefall.,J'aimeNara,surtoutenautomne.,Jevousais,j'aimais,j'aitenteraint.,tensor([-40.8168])
beam3,IloveNara,particularlyinthefall.,J'aimeNara,surtoutenautomne.,Jevousais,j'aimais,j'aitententait.,tensor([-40.9483])
beam4,IloveNara,particularlyinthefall.,J'aimeNara,surtoutenautomne.,Jevousais,j'aimais,j'aitenteraitent.,tensor([-43.8271])
beam0,Ican'ttellyouhowhappyIamthatyou'vecometovisitus.,Jenepeuxpasvousdireàquelpointjesuisheureuxquevoussoyezvenuesnousrendrevisite.,Jenepeuxpasquevousquejevousvousvousvousvousvousvousvousvousvousvousvousvousvousvousvousvezvousvousp,tensor([-73.0465])
beam1,Ican'ttellyouhowhappyIamthatyou'vecometovisitus.,Jenepeuxpasvousdireàquelpointjesuisheureuxquevoussoyezvenuesnousrendrevisite.,Jenepeuxpasquevousquejevousvousvousvousvousvousvousvousvousvousvousvousvousvousvousvousvezvousvezpr,tensor([-73.1363])
beam2,Ican'ttellyouhowhappyIamthatyou'vecometovisitus.,Jenepeuxpasvousdireàquelpointjesuisheureuxquevoussoyezvenuesnousrendrevisite.,Jenepeuxpasquevousquejevousvousvousvousvousvousvousvousvousvousvousvousvousvousvousvousvezvousvouss,tensor([-73.2889])
beam3,Ican'ttellyouhowhappyIamthatyou'vecometovisitus.,Jenepeuxpasvousdireàquelpointjesuisheureuxquevoussoyezvenuesnousrendrevisite.,Jenepeuxpasquevousquejevousvousvousvousvousvousvousvousvousvousvousvousvousvousvousvousvezvousvousv,tensor([-73.3322])
beam4,Ican'ttellyouhowhappyIamthatyou'vecometovisitus.,Jenepeuxpasvousdireàquelpointjesuisheureuxquevoussoyezvenuesnousrendrevisite.,Jenepeuxpasquevousquejevousvousvousvousvousvousvousvousvousvousvousvousvousvousvousvousvezvousvoust,tensor([-73.5700])
beam0,Thisisclassified.,C'estclassé.,C'estchestient.,tensor([-13.6792])
beam1,Thisisclassified.,C'estclassé.,C'estchestestent.,tensor([-16.3289])
beam2,Thisisclassified.,C'estclassé.,C'estchestestest.,tensor([-16.7444])
beam3,Thisisclassified.,C'estclassé.,C'estchestestente.,tensor([-18.3801])
beam4,Thisisclassified.,C'estclassé.,C'estchestestentest.,tensor([-21.1716])
beam0,Ithinkit'sunlikelythatthenextversionofWindowswillcomeoutbeforetheendofthismonth.,Jecroisqu'ilestimprobablequelaprochaineversiondeWindowssorteavantlafindecemois-ci.,Jepensequevousquevousquevousquevouspasquezpouezchoirezquezquezpassouechouezpouezpouezpassssssereres,tensor([-109.7355])
beam1,Ithinkit'sunlikelythatthenextversionofWindowswillcomeoutbeforetheendofthismonth.,Jecroisqu'ilestimprobablequelaprochaineversiondeWindowssorteavantlafindecemois-ci.,Jepensequevousquevousquevousquevouspasquezpouezchoirezquezquezpassouechouezpouezpouezpassssssereses,tensor([-109.7391])
beam2,Ithinkit'sunlikelythatthenextversionofWindowswillcomeoutbeforetheendofthismonth.,Jecroisqu'ilestimprobablequelaprochaineversiondeWindowssorteavantlafindecemois-ci.,Jepensequevousquevousquevousquevouspasquezpouezchoirezquezquezpassouechouezpouezpouezpasssssseseres,tensor([-109.7671])
beam3,Ithinkit'sunlikelythatthenextversionofWindowswillcomeoutbeforetheendofthismonth.,Jecroisqu'ilestimprobablequelaprochaineversiondeWindowssorteavantlafindecemois-ci.,Jepensequevousquevousquevousquevouspasquezpouezchoirezquezquezpassouechouezpouezpouezpassssssereser,tensor([-109.7951])
beam4,Ithinkit'sunlikelythatthenextversionofWindowswillcomeoutbeforetheendofthismonth.,Jecroisqu'ilestimprobablequelaprochaineversiondeWindowssorteavantlafindecemois-ci.,Jepensequevousquevousquevousquevouspasquezpouezchoirezquezquezpassouechouezpouezpouezpasssssseseses,tensor([-109.8102])
